ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
ec00640__PK__KEGG	Propanoate metabolism	109	9	CNAG_00141,CNAG_00735,CNAG_01671,CNAG_01777,CNAG_02455,CNAG_03829,CNAG_04469,CNAG_05657,CNAG_06785,	8.3	1.97	2.21	0.0346234676398	0.449621451037	1.0
PWY-5114__PK__MetaCyc	UDP-sugars interconversion	46	5	CNAG_00141,CNAG_03322,CNAG_04969,CNAG_05657,CNAG_06785,	10.9	2.6	2.92	0.0402516954857	0.449621451037	1.0
PWY66-425__PK__MetaCyc	L-lysine degradation II (L-pipecolate pathway)	8	2	CNAG_01865,CNAG_05820,	25.0	5.97	7.82	0.041091352106	0.449621451037	1.0
PWY-7466__PK__MetaCyc	acetone degradation III (to propane-1,2-diol)	8	2	CNAG_00141,CNAG_06785,	25.0	5.97	7.82	0.041091352106	0.449621451037	1.0
PWY-5451__PK__MetaCyc	acetone degradation I (to methylglyoxal)	8	2	CNAG_00141,CNAG_06785,	25.0	5.97	7.82	0.041091352106	0.449621451037	1.0
ec00405__PK__KEGG	Phenazine biosynthesis	8	2	CNAG_00141,CNAG_06785,	25.0	5.97	7.82	0.041091352106	0.449621451037	1.0
ECASYN-PWY__PK__MetaCyc	enterobacterial common antigen biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7426__PK__MetaCyc	complex <i>N</i>-linked glycan biosynthesis (vertebrates)	1	1	CNAG_04949,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7315__PK__MetaCyc	dTDP-<i>N</i>-acetylthomosamine biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6953__PK__MetaCyc	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
SALVPURINE2-PWY__PK__MetaCyc	xanthine and xanthosine salvage	1	1	CNAG_00165,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6942__PK__MetaCyc	dTDP-D-desosamine biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY0-43__PK__MetaCyc	conversion of succinate to propanoate	1	1	CNAG_03829,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6483__PK__MetaCyc	ceramide degradation	1	1	CNAG_01165,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6808__PK__MetaCyc	dTDP-D-forosamine biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7413__PK__MetaCyc	dTDP-6-deoxy-&alpha;-D-allose biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7312__PK__MetaCyc	dTDP-D-&beta;-fucofuranose biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6644__PK__MetaCyc	fluoroacetate and fluorothreonine biosynthesis	1	1	CNAG_00165,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7346__PK__MetaCyc	UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	1	1	CNAG_04969,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7316__PK__MetaCyc	dTDP-<i>N</i>-acetylviosamine biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6695__PK__MetaCyc	oxalate degradation II	1	1	CNAG_03829,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7032__PK__MetaCyc	alkane biosynthesis I	1	1	CNAG_03019,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7414__PK__MetaCyc	dTDP-&alpha;-D-mycaminose biosynthesis	1	1	CNAG_03322,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6622__PK__MetaCyc	heptadecane biosynthesis	1	1	CNAG_03019,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-6756__PK__MetaCyc	<i>S</i>-methyl-5'-thioadenosine degradation II	1	1	CNAG_00165,	100.0	23.89	inf	0.0418577981652	0.449621451037	1.0
PWY-7677__PK__MetaCyc	rosamicin biosynthesis	62	6	CNAG_00141,CNAG_01283,CNAG_03113,CNAG_06016,CNAG_06785,CNAG_07937,	9.7	2.31	2.58	0.0418685519791	0.449621451037	1.0
PWY-6971__PK__MetaCyc	oleandomycin biosynthesis	62	6	CNAG_00141,CNAG_01283,CNAG_03113,CNAG_06016,CNAG_06785,CNAG_07937,	9.7	2.31	2.58	0.0418685519791	0.449621451037	1.0
PWY-7412__PK__MetaCyc	mycinamicin biosynthesis	62	6	CNAG_00141,CNAG_01283,CNAG_03113,CNAG_06016,CNAG_06785,CNAG_07937,	9.7	2.31	2.58	0.0418685519791	0.449621451037	1.0
PWY-7624__PK__MetaCyc	nystatin biosynthesis	62	6	CNAG_00141,CNAG_01283,CNAG_03113,CNAG_06016,CNAG_06785,CNAG_07937,	9.7	2.31	2.58	0.0418685519791	0.449621451037	1.0
PWY-321__PK__MetaCyc	cutin biosynthesis	62	6	CNAG_00141,CNAG_00735,CNAG_01777,CNAG_03019,CNAG_05657,CNAG_06785,	9.7	2.31	2.58	0.0418685519791	0.449621451037	1.0
PWY-5941__PK__MetaCyc	glycogen degradation II	19	3	CNAG_00122,CNAG_05264,CNAG_06241,	15.8	3.77	4.43	0.0421059986586	0.449621451037	1.0
ec00480__PK__KEGG	Glutathione metabolism	63	6	CNAG_00247,CNAG_01138,CNAG_01874,CNAG_04866,CNAG_05731,CNAG_06917,	9.5	2.28	2.54	0.0447810733677	0.449621451037	1.0
PWY-7491__PK__MetaCyc	podophyllotoxin glucosides metabolism	48	5	CNAG_01283,CNAG_03113,CNAG_04874,CNAG_06016,CNAG_06241,	10.4	2.49	2.78	0.047144948195	0.449621451037	1.0
ec00941__PK__KEGG	Flavonoid biosynthesis	48	5	CNAG_00141,CNAG_01283,CNAG_03113,CNAG_06016,CNAG_06785,	10.4	2.49	2.78	0.047144948195	0.449621451037	1.0
PWY-7074__PK__MetaCyc	phenylethanol glycoconjugate biosynthesis	48	5	CNAG_01283,CNAG_03113,CNAG_04874,CNAG_06016,CNAG_06241,	10.4	2.49	2.78	0.047144948195	0.449621451037	1.0
ec00750__PK__KEGG	Vitamin B6 metabolism	20	3	CNAG_01777,CNAG_05534,CNAG_05731,	15.0	3.58	4.17	0.048084714769	0.449621451037	1.0
ec00903__PK__KEGG	Limonene and pinene degradation	98	8	CNAG_00141,CNAG_00688,CNAG_00735,CNAG_01777,CNAG_05534,CNAG_06785,CNAG_06836,CNAG_07937,	8.2	1.95	2.16	0.0483019690006	0.449621451037	1.0
