ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
PWY-6891__PK__MetaCyc	thiazole biosynthesis II (aerobic bacteria)	6	2	CNAG_00866,CNAG_03040,	33.3	10.57	15.9	0.0135058904495	0.335701744932	1.0
PWY0-1591__PK__MetaCyc	glycerol-3-phosphate to hydrogen peroxide electron transport	6	2	CNAG_02814,CNAG_02815,	33.3	10.57	15.9	0.0135058904495	0.335701744932	1.0
PWY-6749__PK__MetaCyc	CMP-legionaminate biosynthesis I	64	6	CNAG_00865,CNAG_03564,CNAG_05077,CNAG_05383,CNAG_06379,CNAG_06905,	9.4	2.97	3.44	0.0136211059526	0.335701744932	1.0
PWY-5367__PK__MetaCyc	petroselinate biosynthesis	47	5	CNAG_01102,CNAG_02553,CNAG_02758,CNAG_02925,CNAG_05383,	10.6	3.37	3.92	0.014500037801	0.335701744932	1.0
ec00061__PK__KEGG	Fatty acid biosynthesis	65	6	CNAG_00865,CNAG_01102,CNAG_02553,CNAG_02925,CNAG_03564,CNAG_06379,	9.2	2.93	3.38	0.0146462090533	0.335701744932	1.0
PWY-8032__PK__MetaCyc	chloramphenicol biosynthesis	31	4	CNAG_00865,CNAG_03564,CNAG_04501,CNAG_06379,	12.9	4.09	4.83	0.0147940738948	0.335701744932	1.0
BENZCOA-PWY__PK__MetaCyc	anaerobic aromatic compound degradation (<i>Thauera aromatica</i>)	86	7	CNAG_00865,CNAG_02553,CNAG_03564,CNAG_05383,CNAG_06169,CNAG_06379,CNAG_06628,	8.1	2.58	2.97	0.0163300666192	0.335701744932	1.0
P3-PWY__PK__MetaCyc	gallate degradation III (anaerobic)	32	4	CNAG_00865,CNAG_03564,CNAG_05031,CNAG_06379,	12.5	3.96	4.65	0.0165177121667	0.335701744932	1.0
NONOXIPENT-PWY__PK__MetaCyc	pentose phosphate pathway (non-oxidative branch)	18	3	CNAG_00827,CNAG_00866,CNAG_03040,	16.7	5.28	6.44	0.0173145375292	0.335701744932	1.0
P321-PWY__PK__MetaCyc	benzoyl-CoA degradation III (anaerobic)	33	4	CNAG_00865,CNAG_03564,CNAG_05383,CNAG_06379,	12.1	3.84	4.49	0.0183629994174	0.335701744932	1.0
PWY-1042__PK__MetaCyc	glycolysis IV (plant cytosol)	19	3	CNAG_02035,CNAG_06628,CNAG_06770,	15.8	5.01	6.03	0.0201083586666	0.335701744932	1.0
PWY-6142__PK__MetaCyc	gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)	19	3	CNAG_02035,CNAG_05144,CNAG_06770,	15.8	5.01	6.03	0.0201083586666	0.335701744932	1.0
ec00622__PK__KEGG	Xylene degradation	20	3	CNAG_01846,CNAG_02758,CNAG_06628,	15.0	4.76	5.67	0.0231367369274	0.335701744932	1.0
PWY-6270__PK__MetaCyc	isoprene biosynthesis I	8	2	CNAG_00866,CNAG_03040,	25.0	7.93	10.58	0.0242085188662	0.335701744932	1.0
PWY-7560__PK__MetaCyc	methylerythritol phosphate pathway II	8	2	CNAG_00866,CNAG_03040,	25.0	7.93	10.58	0.0242085188662	0.335701744932	1.0
NONMEVIPP-PWY__PK__MetaCyc	methylerythritol phosphate pathway I	8	2	CNAG_00866,CNAG_03040,	25.0	7.93	10.58	0.0242085188662	0.335701744932	1.0
PWY-6679__PK__MetaCyc	jadomycin biosynthesis	36	4	CNAG_00865,CNAG_03564,CNAG_05383,CNAG_06379,	11.1	3.52	4.06	0.0246513151179	0.335701744932	1.0
PWY-5984__PK__MetaCyc	rifamycin B biosynthesis	36	4	CNAG_00865,CNAG_02758,CNAG_03564,CNAG_06379,	11.1	3.52	4.06	0.0246513151179	0.335701744932	1.0
ec00564__PK__KEGG	Glycerophospholipid metabolism	115	8	CNAG_00834,CNAG_00865,CNAG_01846,CNAG_02814,CNAG_02815,CNAG_03564,CNAG_06379,CNAG_06905,	7.0	2.21	2.52	0.0249476399781	0.335701744932	1.0
PWY-7156__PK__MetaCyc	superpathway of ergosterol biosynthesis II	37	4	CNAG_00866,CNAG_01846,CNAG_02758,CNAG_03040,	10.8	3.43	3.94	0.0270045537867	0.335701744932	1.0
PWY-7529__PK__MetaCyc	CMP-<i>N</i>-acetyl-7-<i>O</i>-acetylneuraminate biosynthesis	56	5	CNAG_00865,CNAG_03564,CNAG_05077,CNAG_06379,CNAG_06905,	8.9	2.83	3.21	0.0291250530149	0.335701744932	1.0
PWY-6145__PK__MetaCyc	superpathway of CMP-sialic acids biosynthesis	56	5	CNAG_00865,CNAG_03564,CNAG_05077,CNAG_06379,CNAG_06905,	8.9	2.83	3.21	0.0291250530149	0.335701744932	1.0
PWY-361__PK__MetaCyc	phenylpropanoid biosynthesis	38	4	CNAG_00865,CNAG_03564,CNAG_04195,CNAG_06379,	10.5	3.34	3.82	0.0294889198866	0.335701744932	1.0
PWY-6895__PK__MetaCyc	superpathway of thiamine diphosphate biosynthesis II	9	2	CNAG_00866,CNAG_03040,	22.2	7.05	9.07	0.030502252495	0.335701744932	1.0
METSYN-PWY__PK__MetaCyc	superpathway of L-homoserine and L-methionine biosynthesis	9	2	CNAG_01890,CNAG_04776,	22.2	7.05	9.07	0.030502252495	0.335701744932	1.0
PWY-6892__PK__MetaCyc	thiazole biosynthesis I (facultative anaerobic bacteria)	9	2	CNAG_00866,CNAG_03040,	22.2	7.05	9.07	0.030502252495	0.335701744932	1.0
PWY66-373__PK__MetaCyc	sucrose degradation V (sucrose &alpha;-glucosidase)	9	2	CNAG_02035,CNAG_06770,	22.2	7.05	9.07	0.030502252495	0.335701744932	1.0
PWY-5536__PK__MetaCyc	acetate formation from acetyl-CoA (succinate)	1	1	CNAG_05031,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-5181__PK__MetaCyc	toluene degradation III (aerobic) (via <i>p</i>-cresol)	1	1	CNAG_05031,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
ARABCAT-PWY__PK__MetaCyc	L-arabinose degradation I	1	1	CNAG_04631,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY0-41__PK__MetaCyc	allantoin degradation IV (anaerobic)	1	1	CNAG_00934,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-5290__PK__MetaCyc	secologanin and strictosidine biosynthesis	1	1	CNAG_00834,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-2361__PK__MetaCyc	3-oxoadipate degradation	1	1	CNAG_05031,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-6185__PK__MetaCyc	4-methylcatechol degradation (<i>ortho</i> cleavage)	1	1	CNAG_05031,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
DARABCAT-PWY__PK__MetaCyc	D-arabinose degradation II	1	1	CNAG_04631,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-6664__PK__MetaCyc	di-myo-inositol phosphate biosynthesis	1	1	CNAG_01539,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-5692__PK__MetaCyc	allantoin degradation to glyoxylate II	1	1	CNAG_00934,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-5494__PK__MetaCyc	pyruvate fermentation to propanoate II (acrylate pathway)	1	1	CNAG_05031,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-6792__PK__MetaCyc	scopoletin biosynthesis	1	1	CNAG_04195,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-5698__PK__MetaCyc	allantoin degradation to ureidoglycolate II (ammonia producing)	1	1	CNAG_00934,	100.0	31.71	inf	0.0315366972477	0.335701744932	1.0
PWY-7419__PK__MetaCyc	FR-900098 and FR-33289 antibiotics biosynthesis	121	8	CNAG_00785,CNAG_00865,CNAG_01500,CNAG_01623,CNAG_01846,CNAG_03564,CNAG_04147,CNAG_06379,	6.6	2.1	2.37	0.0327393125174	0.335701744932	1.0
PWY-7690__PK__MetaCyc	holomycin biosynthesis	40	4	CNAG_00865,CNAG_01846,CNAG_03564,CNAG_06379,	10.0	3.17	3.6	0.0348555377031	0.335701744932	1.0
PWY-6886__PK__MetaCyc	1-butanol autotrophic biosynthesis (engineered)	79	6	CNAG_00827,CNAG_00866,CNAG_02035,CNAG_02553,CNAG_03040,CNAG_06770,	7.6	2.41	2.71	0.0351044602696	0.335701744932	1.0
ec00623__PK__KEGG	Toluene degradation	80	6	CNAG_00865,CNAG_02758,CNAG_03564,CNAG_05383,CNAG_06379,CNAG_06905,	7.5	2.38	2.67	0.0370439786134	0.335701744932	1.0
PWY-8020__PK__MetaCyc	D-xylose degradation V	10	2	CNAG_03983,CNAG_06628,	20.0	6.34	7.93	0.0373664124137	0.335701744932	1.0
ec00621__PK__KEGG	Dioxin degradation	24	3	CNAG_01846,CNAG_02758,CNAG_06628,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7986__PK__MetaCyc	anguibactin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7679__PK__MetaCyc	anthocyanidin acylglucoside and acylsambubioside biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7261__PK__MetaCyc	anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7672__PK__MetaCyc	fusaric acid biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-8__PK__MetaCyc	monoacylsucrose biosynthesis (<i>Solanum</i>)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-10__PK__MetaCyc	triacylsucrose biosynthesis (<i>Solanum</i>)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-4801__PK__MetaCyc	aloesone biosynthesis I	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7696__PK__MetaCyc	citreoisocoumarin and bikisocoumarin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7907__PK__MetaCyc	(2S,3E)-2-amino-4-methoxy-but-3-enoate biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7987__PK__MetaCyc	vanchrobactin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7716__PK__MetaCyc	penicillin G and penicillin V biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-11__PK__MetaCyc	tetraacylsucrose biosynthesis (<i>Solanum</i>)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-16__PK__MetaCyc	acylsucrose biosynthesis (<i>Solanum habrochaites</i>)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-17__PK__MetaCyc	superpathway of acylsucrose biosynthesis (wild tomato)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-84__PK__MetaCyc	resveratrol biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-9__PK__MetaCyc	diacylsucrose biosynthesis (<i>Solanum</i>)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-12__PK__MetaCyc	superpathway of acylsucrose biosynthesis (cultivated tomato)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY18C3-15__PK__MetaCyc	acylsucrose biosynthesis (<i>Solanum pennellii</i>)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-8038__PK__MetaCyc	naphthomycin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7585__PK__MetaCyc	docosahexaenoate biosynthesis II (bacteria)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7050__PK__MetaCyc	icosapentaenoate biosynthesis IV (bacteria)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7460__PK__MetaCyc	2-<i>O</i>-acetyl-3-<i>O</i>-<i>trans</i>-coutarate biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-5723__PK__MetaCyc	Rubisco shunt	24	3	CNAG_00827,CNAG_00866,CNAG_03040,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-5475__PK__MetaCyc	pentagalloylglucose biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-5794__PK__MetaCyc	malonate degradation I (biotin-independent)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-6056__PK__MetaCyc	dimethylsulfoniopropanoate degradation II (cleavage)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-6316__PK__MetaCyc	aromatic polyketides biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-6407__PK__MetaCyc	yersiniabactin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-6312__PK__MetaCyc	barbaloin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-6314__PK__MetaCyc	plumbagin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-5477__PK__MetaCyc	gallotannin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-5307__PK__MetaCyc	gentiodelphin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7029__PK__MetaCyc	terminal olefins biosynthesis II	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7172__PK__MetaCyc	flavonol acylglucoside biosynthesis III - quercetin derivatives	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
CENTBENZCOA-PWY__PK__MetaCyc	benzoyl-CoA degradation II (anaerobic)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7583__PK__MetaCyc	arachidonate biosynthesis II (bacteria)	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7280__PK__MetaCyc	ternatin C3 biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7168__PK__MetaCyc	flavonol acylglucoside biosynthesis I - kaempferol derivatives	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7452__PK__MetaCyc	cyanidin dimalonylglucoside biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-4922__PK__MetaCyc	6-methoxymellein biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7461__PK__MetaCyc	hydroxycinnamate sugar acid ester biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7415__PK__MetaCyc	tylosin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7448__PK__MetaCyc	galloylated catechin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7265__PK__MetaCyc	lampranthin biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-6930__PK__MetaCyc	phenolic malonylglucosides biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7474__PK__MetaCyc	avenacin A-2 biosynthesis	24	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.5	3.96	4.58	0.0375933191771	0.335701744932	1.0
PWY-7599__PK__MetaCyc	anditomin biosynthesis	61	5	CNAG_00865,CNAG_01623,CNAG_03564,CNAG_06379,CNAG_06905,	8.2	2.6	2.92	0.0402722024556	0.340855561415	1.0
PWY-7713__PK__MetaCyc	nivalenol biosynthesis	42	4	CNAG_00865,CNAG_03564,CNAG_06379,CNAG_06905,	9.5	3.02	3.41	0.0407578947682	0.340855561415	1.0
PWY-7715__PK__MetaCyc	superpathway of trichothecene biosynthesis	42	4	CNAG_00865,CNAG_03564,CNAG_06379,CNAG_06905,	9.5	3.02	3.41	0.0407578947682	0.340855561415	1.0
PWY-7730__PK__MetaCyc	T-2 toxin biosynthesis	42	4	CNAG_00865,CNAG_03564,CNAG_06379,CNAG_06905,	9.5	3.02	3.41	0.0407578947682	0.340855561415	1.0
PWY-5993__PK__MetaCyc	superpathway of rifamycin B biosynthesis	42	4	CNAG_00865,CNAG_02758,CNAG_03564,CNAG_06379,	9.5	3.02	3.41	0.0407578947682	0.340855561415	1.0
PWY-7318__PK__MetaCyc	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	25	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.0	3.81	4.37	0.041786462099	0.340855561415	1.0
PWY-7746__PK__MetaCyc	mycobacterial sulfolipid biosynthesis	25	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.0	3.81	4.37	0.041786462099	0.340855561415	1.0
PWY-5478__PK__MetaCyc	superpathway of hydrolyzable tannin biosynthesis	25	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.0	3.81	4.37	0.041786462099	0.340855561415	1.0
PWY-7688__PK__MetaCyc	dTDP-D-ravidosamine and dTDP-4-acetyl-D-ravidosamine biosynthesis	25	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.0	3.81	4.37	0.041786462099	0.340855561415	1.0
PWY-7465__PK__MetaCyc	3,3'-thiodipropanoate degradation	25	3	CNAG_00865,CNAG_03564,CNAG_06379,	12.0	3.81	4.37	0.041786462099	0.340855561415	1.0
P461-PWY__PK__MetaCyc	hexitol fermentation to lactate, formate, ethanol and acetate	62	5	CNAG_02035,CNAG_03983,CNAG_06169,CNAG_06628,CNAG_06770,	8.1	2.56	2.86	0.042776374775	0.340855561415	1.0
MET-SAM-PWY__PK__MetaCyc	superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis	11	2	CNAG_01890,CNAG_04776,	18.2	5.77	7.04	0.0447601409946	0.340855561415	1.0
PWY-7984__PK__MetaCyc	acinetobactin biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-6320__PK__MetaCyc	phaselate biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-6373__PK__MetaCyc	acrylate degradation	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-7671__PK__MetaCyc	saframycin A biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-6673__PK__MetaCyc	caffeoylglucarate biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-7317__PK__MetaCyc	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-7983__PK__MetaCyc	pseudomonine biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-6432__PK__MetaCyc	curcuminoid biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-7711__PK__MetaCyc	calonectrin biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-7714__PK__MetaCyc	harzianum A and trichodermin biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
ec00670__PK__KEGG	One carbon pool by folate	26	3	CNAG_01527,CNAG_01528,CNAG_06628,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
PWY-5660__PK__MetaCyc	taxol biosynthesis	26	3	CNAG_00865,CNAG_03564,CNAG_06379,	11.5	3.66	4.18	0.0462063531191	0.340855561415	1.0
ec00790__PK__KEGG	Folate biosynthesis	108	7	CNAG_00785,CNAG_01527,CNAG_01528,CNAG_02553,CNAG_03983,CNAG_04147,CNAG_04501,	6.5	2.06	2.29	0.0494814216133	0.348356167677	1.0
