gene	geneName	baseMean	log2FC	stderror	padj
CNAG_03563	CNAG_03563	315.73	1.0593	0.20316	2.1956e-5
CNAG_06388	CNAG_06388	22376	1.0577	0.35184	0.01997
CNAG_06272	CNAG_06272	541.89	1.0556	0.34639	0.018123
CNAG_06073	CNAG_06073	136.43	1.0552	0.24503	5.8019e-4
CNAG_04744	CNAG_04744	322.38	1.0541	0.22945	2.3367e-4
CNAG_00852	CNAG_00852	251.89	1.0415	0.23684	4.3475e-4
CNAG_06794	CNAG_06794	477.57	1.0347	0.36382	0.02796
CNAG_00541	CNAG_00541	114.58	1.0321	0.26642	0.0021921
CNAG_05130	CNAG_05130	1696.6	1.0307	0.19318	1.4177e-5
CNAG_01094	CNAG_01094	1107.6	1.0283	0.22035	1.8765e-4
CNAG_03782	CNAG_03782	121.68	1.0192	0.32895	0.01615
CNAG_02969	CNAG_02969	38.1	1.0182	0.31136	0.010734
CNAG_04659	PDC1	21697	1.0158	0.17907	2.8889e-6
CNAG_02070	CNAG_02070	9942	1.0142	0.27754	0.0039916
CNAG_06800	CNAG_06800	2184.8	1.011	0.15938	7.6255e-8
CNAG_00851	CNAG_00851	44.211	1.0099	0.27797	0.004164
